content,label,tokens
金属氧化物,0,"['金属', '氧化物']"
等氧化物,0,"['等', '氧化物']"
产水量,0,['产水量']
组件的压损,0,"['组件', '的', '压损']"
盐透过率,0,"['盐', '透过', '率']"
一般特征,0,"['一般', '特征']"
污染原因,0,"['污染', '原因']"
在电厂锅炉补给水处理上使用反渗透离子交换联合系统有不少优点,0,"['在', '电厂', '锅炉', '补给', '水', '处理', '上', '使用', '反渗透', '离子交换', '联合', '系统', '有', '不少', '优点']"
离子交换设备的再生剂用量可以降低再生剂贮放场地可以大大减小,0,"['离子交换', '设备', '的', '再生', '剂', '用量', '可以', '降低', '再生', '剂', '贮放', '场地', '可以', '大大', '减小']"
由于反渗透装置可将原水含盐量降低到原来的因此除盐设备的盐泄漏可以减小运行周期可以延长,0,"['由于', '反渗透', '装置', '可', '将', '原水', '含盐量', '降低', '到', '原来', '的', '因此', '除盐', '设备', '的', '盐', '泄漏', '可以', '减小', '运行', '周期', '可以', '延长']"
原来不适宜采用离子交换除盐的水如含盐高的原水经处理过的城市污水受酸性污染的水等都可能用来作为除盐设备的进水,0,"['原来', '不', '适宜', '采用', '离子交换', '除盐', '的', '水如', '含盐', '高', '的', '原水', '经', '处理', '过', '的', '城市污水', '受', '酸性', '污染', '的', '水', '等', '都', '可能', '用来', '作为', '除盐', '设备', '的', '进水']"
除盐系统可以简化有的水源甚至在反渗透后用混床处理就可满足锅炉用水的要求,0,"['除盐', '系统', '可以', '简化', '有', '的', '水源', '甚至', '在', '反渗透', '后用', '混床', '处理', '就', '可', '满足', '锅炉', '用水', '的', '要求']"
原水中用一般处理方法不易除去的物质如胶体物质有机物铁离子二氧化硅等也可被除去,0,"['原', '水中', '用', '一般', '处理', '方法', '不易', '除去', '的', '物质', '如', '胶体', '物质', '有机物', '铁', '离子', '二氧化硅', '等', '也', '可', '被', '除去']"
延长了离子交换树脂的使用寿命,0,"['延长', '了', '离子交换', '树脂', '的', '使用寿命']"
通常混床出水电导率为,0,"['通常', '混床', '出水', '电导率', '为']"
提高了对水源水质变化的适应性和出水质量的可靠性,0,"['提高', '了', '对', '水源', '水质', '变化', '的', '适应性', '和', '出水', '质量', '的', '可靠性']"
由于除盐设备排放的废液量减少了有利于环境保护,0,"['由于', '除盐', '设备', '排放', '的', '废液', '量减少', '了', '有利于', '环境保护']"
以反渗透离子交换生产除盐水其经济效益如何,1,"['以', '反渗透', '离子交换', '生产', '除', '盐水', '其', '经济效益', '如何']"
世纪年代发展起来的反渗透膜技术已为世人所瞩目但由于价格昂贵国内少有问津随着反渗透技术的发展和相对价格的下降因此年代后应用者已愈来愈多尤其是聚酰胺复合膜以其优异的性能使过去的醋酸纤维素膜相比之下大为逊色在原水含盐量较高的地区以反渗透作前处理除盐虽然一次性投资大一些但该装置在节约酸碱水电等方面的经济效益是十分诱人的投资很快就可收回尤其是保护水环境方面它是离子交换法所不能比拟的离子交换床排出的酸碱等废液常使江河污染鱼虾人畜遭殃因此根据各地不同的水质情况选择合理的水处理方式不但会收到很好的经济效益且有利于环境保护造福于民,0,"['世纪', '年代', '发展', '起来', '的', '反渗透膜', '技术', '已', '为', '世人', '所', '瞩目', '但', '由于', '价格昂贵', '国内', '少有', '问津', '随着', '反渗透', '技术', '的', '发展', '和', '相对', '价格', '的', '下降', '因此', '年代', '后', '应用', '者', '已', '愈来愈多', '尤其', '是', '聚酰胺', '复合膜', '以', '其', '优异', '的', '性能', '使', '过去', '的', '醋酸纤维', '素膜', '相比之下', '大为', '逊色', '在', '原水', '含盐量', '较', '高', '的', '地区', '以', '反渗透', '作前', '处理', '除盐', '虽然', '一次性', '投资', '大', '一些', '但', '该', '装置', '在', '节约', '酸碱', '水电', '等', '方面', '的', '经济效益', '是', '十分', '诱人', '的', '投资', '很快', '就', '可收回', '尤其', '是', '保护', '水', '环境', '方面', '它', '是', '离子交换', '法所', '不能', '比拟', '的', '离子交换', '床', '排出', '的', '酸碱', '等', '废液', '常使', '江河', '污染', '鱼虾', '人', '畜', '遭殃', '因此', '根据', '各地', '不同', '的', '水质', '情况', '选择', '合理', '的', '水', '处理', '方式', '不但', '会', '收到', '很', '好', '的', '经济效益', '且', '有利于', '环境保护', '造福', '于民']"
现以某大型化肥厂对除盐水系统的改造为例来说明以反渗透作除盐水预处理的经济效益,0,"['现以', '某', '大型', '化肥厂', '对除', '盐水', '系统', '的', '改造', '为', '例来', '说明', '以', '反渗透', '作除', '盐水', '预处理', '的', '经济效益']"
该厂以地下水为水源井水含盐量高达左右过去以电渗析作为离子交换床的预处理但仍然不能保证除盐水的安全生产酸碱消耗量十分惊人在年初着手进行以反渗透作为除盐水预处理的设计以代替过去使用的电渗析,0,"['该厂', '以', '地下水', '为', '水源', '井水', '含盐量', '高', '达', '左右', '过去', '以', '电渗析', '作为', '离子交换', '床', '的', '预处理', '但', '仍然', '不能', '保证', '除', '盐水', '的', '安全', '生产', '酸碱', '消耗量', '十分', '惊人', '在', '年初', '着手', '进行', '以', '反渗透', '作为', '除', '盐水', '预处理', '的', '设计', '以', '代替', '过去', '使用', '的', '电渗析']"
增加的反渗透顶除盐系统采用的两套排列螺旋卷式膜组件结构的反渗透装置处理水量为反渗透装置费用为万元加以其他配套装置如细砂过滤器水箱配电系统等总投资约万元该套系统在年月即投入生产装置运行正常出水能力除盐率和耗水率均能达到设计保证值其出水水质如下表,0,"['增加', '的', '反渗透', '顶除', '盐', '系统', '采用', '的', '两套', '排列', '螺旋', '卷式', '膜', '组件', '结构', '的', '反渗透', '装置', '处理', '水量', '为', '反渗透', '装置', '费用', '为', '万元', '加以', '其他', '配套', '装置', '如', '细砂', '过滤器', '水箱', '配电', '系统', '等', '总', '投资', '约', '万元', '该套', '系统', '在', '年', '月', '即', '投入', '生产', '装置', '运行', '正常', '出水', '能力', '除盐率', '和', '耗水', '率均', '能', '达到', '设计', '保证', '值其', '出水', '水质', '如下', '表']"
原水水质和经反渗透后出水水质,0,"['原水', '水质', '和', '经', '反渗透', '后', '出水', '水质']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
电导率,0,['电导率']
实际值,0,"['实际', '值']"
设计值,0,"['设计', '值']"
出水水质,0,"['出水', '水质']"
原水水质,0,"['原水', '水质']"
分析项目,0,"['分析', '项目']"
反渗透系统投用后所取得的经济效益是十分可观的现将投产前后各项指标和节约价值列表如下,0,"['反渗透', '系统', '投用', '后', '所', '取得', '的', '经济效益', '是', '十分', '可观', '的', '现将', '投产', '前后', '各项', '指标', '和', '节约', '价值', '列表', '如下']"
流程改造前后指标对比,0,"['流程', '改造', '前后', '指标', '对比']"
从上表中可以看出反渗透装置投用后年节约价值十分显著其投资费用不到一年即可收回但这种情况是发生在高含盐量水的系统究竟采用反渗透离子交换处理水含盐量分界点以多少为合适美国化学公司经过不断地研究从年的降低到年的以后又降低到值得注意的是公司不仅制造反渗透膜同时也生产离子交换树脂至于我们采用反渗透离子交换系统的经济效益如何同还要根据我们的水质情况以及国内的原材料电力水等价格进行详细计算和比较后才能作出决策,0,"['从', '上表', '中', '可以', '看出', '反渗透', '装置', '投用', '后', '年', '节约', '价值', '十分', '显著', '其', '投资', '费用', '不到', '一年', '即可', '收回', '但', '这种', '情况', '是', '发生', '在', '高', '含盐量', '水', '的', '系统', '究竟', '采用', '反渗透', '离子交换', '处理', '水', '含盐量', '分界点', '以', '多少', '为', '合适', '美国', '化学', '公司', '经过', '不断', '地', '研究', '从', '年', '的', '降低', '到', '年', '的', '以后', '又', '降低', '到', '值得注意', '的', '是', '公司', '不仅', '制造', '反渗透膜', '同时', '也', '生产', '离子交换', '树脂', '至于', '我们', '采用', '反渗透', '离子交换', '系统', '的', '经济效益', '如何', '同', '还要', '根据', '我们', '的', '水质', '情况', '以及', '国内', '的', '原材料', '电力', '水等', '价格', '进行', '详细', '计算', '和', '比较', '后', '才能', '作出', '决策']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
万度,0,['万度']
,0,['nan']
,0,['nan']
万元年,0,"['万元', '年']"
万元年,0,"['万元', '年']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
万元年,0,"['万元', '年']"
万元年,0,"['万元', '年']"
万元年,0,"['万元', '年']"
万元年,0,"['万元', '年']"
硫酸,0,['硫酸']
烧碱,0,['烧碱']
原料运输费,0,"['原料', '运输费']"
树脂,0,['树脂']
电渗析维修费,0,"['电渗析', '维修费']"
电渗析人工费,0,"['电渗析', '人工费']"
节水,0,['节水']
节电,0,['节电']
总节约价值,0,"['总', '节约', '价值']"
年,0,['年']
年,0,['年']
年节约价值,0,"['年', '节约', '价值']"
万元,0,['万元']
年节约量,0,"['年', '节约', '量']"
实际发生,0,"['实际', '发生']"
项目,0,['项目']
反渗透装置的运行要注意哪些事项,1,"['反渗透', '装置', '的', '运行', '要', '注意', '哪些', '事项']"
反渗透装置的运行注意事项如下,0,"['反渗透', '装置', '的', '运行', '注意事项', '如下']"
醋酸纤维素膜的水解易造成反渗透装置的性能恶化为此必须严格控制水的值给水的值必须维持在而复合膜可以在给水范围下运行,0,"['醋酸纤维', '素膜', '的', '水解', '易', '造成', '反渗透', '装置', '的', '性能', '恶化', '为此', '必须', '严格控制', '水', '的', '值', '给水', '的', '值', '必须', '维持', '在', '而', '复合膜', '可以', '在', '给水', '范围', '下', '运行']"
当注入的次氯酸钠量不足而使给水中的游离氯不能测出时在反渗透装置的膜组件上会有黏泥发生反渗透装置的压差将增大但对于复合膜和聚酰胺膜来讲必须严格控制进入膜组件的游离氯量超过规定值将导致膜的氧化分解,0,"['当', '注入', '的', '次氯酸钠', '量', '不足', '而', '使', '给', '水中', '的', '游离', '氯', '不能', '测出', '时', '在', '反渗透', '装置', '的', '膜', '组件', '上会', '有', '黏泥', '发生', '反渗透', '装置', '的', '压差', '将', '增大', '但', '对于', '复合膜', '和', '聚酰胺', '膜', '来讲', '必须', '严格控制', '进入', '膜', '组件', '的', '游离', '氯量', '超过', '规定值', '将', '导致', '膜', '的', '氧化', '分解']"
若把值超标的水供缎带反渗透装置作为给水在膜组件的表面将附着污垢这样必须通过清洗来去除污垢,0,"['若', '把', '值', '超标', '的', '水供', '缎带', '反渗透', '装置', '作为', '给水', '在', '膜', '组件', '的', '表面', '将', '附着', '污垢', '这样', '必须', '通过', '清洗', '来', '去除', '污垢']"
过量的给水流量将使膜组件提前劣化因此给水流量不能超过设计标准值此外浓水的流量应尽量避免小于设计标准值在浓水流量过小的条件下运转会使反渗透装置的压力容器内发生不均匀的流动及由于过分浓缩而在膜组件上析出污垢,0,"['过量', '的', '给', '水流量', '将', '使', '膜', '组件', '提前', '劣化', '因此', '给', '水流量', '不能', '超过', '设计', '标准值', '此外', '浓水', '的', '流量', '应', '尽量避免', '小于', '设计', '标准值', '在', '浓', '水流量', '过', '小', '的', '条件', '下', '运转', '会', '使', '反渗透', '装置', '的', '压力容器', '内', '发生', '不', '均匀', '的', '流动', '及', '由于', '过分', '浓缩', '而', '在', '膜', '组件', '上', '析出', '污垢']"
